flow-time,v-frac-water
Flow Time [s],Wetted Area [%]
0.0,0.0
0.01000045100972651,3.026425811747242
0.02002678460959477,3.661162478024128
0.03005071861652367,4.647533518113132
0.04007955049236394,5.880044734788325
0.05000196899844921,6.946242130365402
0.06004055260863987,8.115864667691447
0.0700683587107579,9.32609267609127
0.08000021716673379,10.59577147519456
0.09001534134310328,11.96162870904312
0.100062684284154,13.45680944222048
0.1100199862984758,15.115447857202899
0.1200173083898366,16.983245266057388
0.1300332776719967,19.05099748780788
0.1400123539694109,21.45902662735217
0.1499970517146156,24.26902872234626
0.1600332848766669,27.40235749881561
0.1700201759902044,30.75371500242987
0.1800095557235678,34.09966030212584
0.1900065669727774,37.16410972370207
0.1999984600712396,39.958526241982426
0.2100071916945963,42.5003973046297
0.2200063795491206,44.62822297069932
0.2300130206460332,46.0500590642691
0.2400111709264602,46.491436514418425
0.2500090011134241,46.53509405153921
0.2599998684833576,47.208586695883845
0.2700002149373937,45.53659985445044
0.2799999489932128,43.92242098997655
0.2900060021881056,43.70143143792459
0.3000075686139103,43.80423930988293
0.3100073051025535,44.02511360637863
0.3200069621654578,44.34835027112257
0.3299988094864085,44.65103203796015
0.3400015539641559,44.889703702221965
0.3500052904958816,45.1293335531052
0.3600049287607847,45.28650414498944
0.3700040441081131,45.42755666924656
0.3800044957900307,45.55565880063323
0.3900000624138576,45.70743414116589
0.4000015314726382,45.84793321198127
0.4100024271040061,46.013843807833624
0.4200027620843202,46.166432569098845
0.4299995634495898,46.33034176152933
0.4400013884196506,46.47706811274263
0.4500090312598207,46.63774953749092
0.4599997577605449,46.79966677413102
0.4700046391705524,46.910167620322106
0.4800035803568398,46.98514538505939
0.4900031150353059,47.07667639600923
0.5000062656126792,47.194170624565416
0.5100018677300526,47.24443755128861
0.5200099232303369,47.28200390402034
0.5300026873246662,47.36442241674566
0.5400059952498972,47.48478505199721
0.5499990443806122,47.60056996682589
0.5600066366997717,47.66165298583944
0.5700011469386665,47.75693297130565
0.579999715319474,47.82756910031918
0.5900060441864706,47.87444212840348
0.6000073687640538,47.93019183909427
0.6100022167251264,47.964756284980645
0.6200057685026592,47.97398457184891
0.630007826152258,47.96274820519196
0.6400002445327762,47.97088762151389
0.6500062362029583,47.93528637020245
0.6600051186024266,47.90449694130763
0.6700062615796657,47.86608946838369
0.680001266059377,47.83052388556751
0.6899992880266904,47.83993782241167
0.7000066412284736,47.85334552815615
0.7100088472606164,47.87703151983141
0.7200040842566615,47.89436811615233
0.7300020908479735,47.958066277084896
0.7400026617316753,48.030515915548975
0.7500042222445549,48.11129268974158
0.7600027057312272,48.22303119942118
0.7700082102875065,48.33232805032944
0.7800043964953899,48.41987657499777
0.7900043953090794,48.48971470389338
0.8000081363779344,48.5357692766371
0.8100042020843434,48.58033576141249
0.8200058578299002,48.62791383894239
0.8300012839567603,48.67328141987355
0.8400047813930059,48.70521027169039
0.8500038639385207,48.71545844269684
0.8600067419271399,48.75957253653418
0.8700023696682162,48.79781556795285
0.8800060863582019,48.874236978555416
0.8900049598790457,48.94263327399599
0.900003689176415,49.00072430412337
0.9100026414162357,49.039794708665404
0.9200028371280415,49.067497190125984
0.9300002374943095,49.15364450567565
0.9399995765397576,49.26159532860623
0.9500061487821764,49.34492338154866
0.9600039310858413,49.43410936819672
0.970001394294805,49.555092252083185
0.9800076075943357,49.66009171148758
0.9899996973278362,49.74025557097801
1.000007370512301,49.814785598352714
1.010004843676423,49.836566457672824
1.020006380400369,49.87683320931017
1.030003590228293,49.90774960724877
1.040000814936817,49.9242834787349
1.050000794479855,49.97192384344563
1.060003744829639,49.991383859383646
1.069999762279116,49.94485659072795
1.080001084439176,49.864210735923855
1.090004201013302,49.7904711184713
1.10000298462319,49.707169907997724
1.110000379384647,49.63555176803766
1.12000101498435,49.58072652758125
1.130000597269749,49.50237110116938
1.140003869598923,49.37415762758179
1.150000688193995,49.2819005646009
1.16000372702835,49.19983917902637
1.169999676624187,49.126222953205
1.180006694085982,49.01684413004406
1.19000151715962,48.90001692428311
1.200007331326121,48.80503648769191
1.21000518026838,48.73852811009712
1.220007442691194,48.63824745638783
1.230007673699746,48.57537000594106
1.240008294704301,48.54522836919057
1.250002867086196,48.486627182913175
1.260006089270515,48.41379279601385
1.270001508552577,48.38868643063578
1.280008567195898,48.405664306248504
1.290007861933708,48.39396521389479
1.300002885226572,48.36986871737295
1.310002004478132,48.36024535915101
1.320001817509947,48.35760208503505
1.33000642829038,48.39050561820966
1.340001176820607,48.448861239280774
1.350002756327323,48.49793256198361
1.360003462154421,48.55183795095752
1.370007916522752,48.57039414767326
1.38000472368665,48.5820314937269
1.390001975671744,48.57120615178453
1.400003749245101,48.55927801738789
1.410005678001053,48.56742571751684
1.420004538442013,48.607635161142895
1.430005070457472,48.61024276483352
1.440002051443507,48.57205454228435
1.450001642595143,48.5672507566372
1.460005759995797,48.58237404475087
1.470009534219237,48.59680364402808
1.480007483285748,48.61723171950761
1.490003385797354,48.64595990286071
1.5,48.67252516037464
